accuracy,log_loss,brier_score,model
0.573208722741433,0.8941566395573646,0.5290435512125415,challenger_poisson
0.5768431983385255,0.9015439931572173,0.5335831020356121,challenger_logistic
0.5768431983385255,0.9067327363544104,0.5356993583889589,champion_xgboost
0.5742471443406023,0.9837397207667241,0.5647506992973906,challenger_lightgbm
