date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,is_friendly,match_id,home_form_goals_scored_8,away_form_goals_scored_8,home_form_goals_conceded_8,away_form_goals_conceded_8,home_form_win_rate_8,away_form_win_rate_8,home_form_clean_sheet_rate_8,away_form_clean_sheet_rate_8
2012-11-18,Guyana,French Guiana,4.0,3.0,CFU Caribbean Cup qualification,St. George's,Grenada,True,False,1690,0.8148347923908716,2.6130001380637626,3.0725133242719385,1.166028768536723,0.17525544943156368,0.6510182898225214,0.0,0.3551500137010216
2012-11-21,Argentina,Brazil,2.0,1.0,Superclásico de las Américas,Buenos Aires,Argentina,False,False,1691,2.1241663801185036,1.4424580615235747,0.8822272426354303,0.7366042830756927,0.6583132979051103,0.4890670839979152,0.26673988938139886,0.5286064176200573
2012-11-24,Ethiopia,South Sudan,1.0,0.0,CECAFA Cup,Kampala,Uganda,True,False,1692,1.5257338949480335,,1.3428299217416781,,0.3328049438984973,,0.4242893838483325,
2012-11-24,Thailand,Philippines,2.0,1.0,AFF Championship,Bangkok,Thailand,False,False,1693,0.4844101095343772,2.0335170742661073,1.4041730951019238,1.6987645192964438,0.09148443994983517,0.5732565158651615,0.1991131928319942,0.2181065021641399
2012-11-24,Uganda,Kenya,1.0,0.0,CECAFA Cup,Kampala,Uganda,False,False,1694,1.4816027363037954,0.7006030357833035,0.9055806401560086,0.7712126941269397,0.4212475215647775,0.28420401002789586,0.3551500137010216,0.3065490798304202
2012-11-24,Vietnam,Myanmar,1.0,1.0,AFF Championship,Bangkok,Thailand,True,False,1695,2.4249737006445526,1.1058462224573737,0.9439125367009779,0.6132910255445734,0.5542632065330158,0.5286064176200573,0.3754290955913876,0.5858221672874209
2012-11-25,Burundi,Somalia,5.0,1.0,CECAFA Cup,Kampala,Uganda,True,False,1696,0.9985942687914925,0.1489671320168291,0.9924780908777253,3.462936259216275,0.3933619515957036,0.0,0.23425081509646378,0.10762875288215902
2012-11-25,Indonesia,Laos,2.0,2.0,AFF Championship,Kuala Lumpur,Malaysia,True,False,1697,0.8056441775533687,1.2013019325281653,4.52767898462807,2.9045148441142574,0.07776177395735989,0.2181065021641399,0.0,0.24045157196666428
2012-11-25,Malaysia,Singapore,0.0,3.0,AFF Championship,Kuala Lumpur,Malaysia,False,False,1698,1.7974047069003274,0.7059166349101671,1.8712410928711212,3.496383103404791,0.28420401002789586,0.0660975078637559,0.23534372177095098,0.0
2012-11-25,Tanzania,Sudan,2.0,0.0,CECAFA Cup,Kampala,Uganda,True,False,1699,0.9186595645325756,1.4106835193307687,1.3202717458228954,1.6609353932652462,0.2530172233889236,0.3679750195096243,0.07776177395735989,0.23425081509646378
2012-11-26,Rwanda,Malawi,2.0,0.0,CECAFA Cup,Kampala,Uganda,True,False,1700,1.0594929223290515,0.6736227140113892,1.70018847626629,1.101628444432246,0.23534372177095098,0.1489671320168291,0.12662206221430475,0.2565958848989881
2012-11-26,Zanzibar,Eritrea,0.0,0.0,CECAFA Cup,Kampala,Uganda,True,False,1701,3.0980935217210837,0.9999999999999999,1.1103291837233422,2.0810810810810807,0.5732565158651615,0.0,0.4448354081383289,0.0
2012-11-27,South Sudan,Kenya,0.0,2.0,CECAFA Cup,Kampala,Uganda,True,False,1702,0.0,0.3707810536790378,1.0,0.8617136716920912,0.0,0.1853905268395189,0.0,0.20438383617166464
2012-11-27,Thailand,Myanmar,4.0,0.0,AFF Championship,Bangkok,Thailand,False,False,1703,0.7117485931042207,1.14615217077296,1.2873642491524426,0.6712973717128874,0.28394465564155247,0.4493154549770487,0.16924621390719508,0.4979488421943077
2012-11-27,Uganda,Ethiopia,1.0,0.0,CECAFA Cup,Kampala,Uganda,False,False,1704,1.296996562489841,1.503056692390021,0.7135606624484148,1.0290396701120412,0.5080603933300609,0.4890670839979152,0.5080603933300609,0.5668288579552752
2012-11-27,Vietnam,Philippines,0.0,1.0,AFF Championship,Bangkok,Thailand,True,False,1705,2.2674105272320624,1.8784895131261914,0.8961427745116386,1.743949841401977,0.4711237255530635,0.4872680384853873,0.3191147312526795,0.1853905268395189
2012-11-28,Indonesia,Singapore,1.0,0.0,AFF Championship,Kuala Lumpur,Malaysia,True,False,1706,1.0409804326045557,0.9376633763052571,4.204710018618052,2.8033769928414944,0.0660975078637559,0.20618288168419255,0.0,0.20618288168419255
2012-11-28,Malaysia,Laos,4.0,1.0,AFF Championship,Kuala Lumpur,Malaysia,False,False,1707,1.4154282374968932,1.3211066426489404,2.2091035739930307,2.487923209076156,0.1853905268395189,0.1853905268395189,0.1438592818211158,0.20438383617166464
2012-11-28,Somalia,Sudan,0.0,1.0,CECAFA Cup,Kampala,Uganda,True,False,1708,0.3328049438984973,1.0867152280627683,3.862044465386411,1.7679779659596517,0.0,0.2565958848989881,0.09148443994983517,0.1991131928319942
2012-11-28,Tanzania,Burundi,0.0,1.0,CECAFA Cup,Kampala,Uganda,True,False,1709,1.1370435115368818,1.8797195368937314,1.009865220581076,0.9936063772460666,0.4212475215647775,0.5405405405405406,0.2722803895479484,0.1991131928319942
2012-11-29,Malawi,Eritrea,3.0,2.0,CECAFA Cup,Kampala,Uganda,True,False,1710,0.5163964252254882,0.6112730806608357,1.2925670594516014,1.2721088435374148,0.12662206221430475,0.0,0.2181065021641399,0.38872691933916426
2012-11-29,Rwanda,Zanzibar,1.0,2.0,CECAFA Cup,Kampala,Uganda,True,False,1711,1.032020338927116,2.577196611778729,1.3327944414579616,0.8314140427964559,0.35004216350530837,0.4872680384853873,0.3138116345663516,0.5842929786017721
2012-11-30,Kenya,Ethiopia,3.0,1.0,CECAFA Cup,Kampala,Uganda,True,False,1712,0.7275296589955673,1.2214153068473255,0.6200908575698926,1.0246837195952352,0.36376482949778366,0.41570702139822796,0.3799091424301074,0.48180452926198386
2012-11-30,Philippines,Myanmar,2.0,0.0,AFF Championship,Bangkok,Thailand,True,False,1713,1.6343503227888774,0.8618635817886311,1.3138087201391029,1.3953342926927244,0.6203607143967718,0.32573525504629897,0.36376482949778366,0.367073634180969
2012-11-30,Thailand,Vietnam,3.0,1.0,AFF Championship,Bangkok,Thailand,False,False,1714,1.373534949191165,1.9272989481472527,0.9818938484111911,0.9679042400190854,0.4475358389795121,0.4004551667201039,0.35004216350530837,0.215064639880585
2012-11-30,Uganda,South Sudan,4.0,0.0,CECAFA Cup,Kampala,Uganda,False,False,1715,1.1962641964321725,0.0,0.4941607997127675,1.5405405405405403,0.6380342160147443,0.0,0.6380342160147443,0.0
2012-12-01,Eritrea,Rwanda,0.0,2.0,CECAFA Cup,Kampala,Uganda,True,False,1716,1.0470717451849527,0.9710344064038562,1.8143411916996823,1.4890581569234598,0.0,0.24135295729531958,0.2667398893813988,0.26673988938139886
2012-12-01,Hong Kong,Guam,2.0,1.0,EAFF Championship,Kowloon,Hong Kong,False,False,1717,1.5566807567156538,1.7508912409071629,2.6033928177964727,2.3539965104139897,0.20618288168419255,0.5236810995966019,0.10762875288215902,0.33602184083321895
2012-12-01,Taiwan,North Korea,1.0,6.0,EAFF Championship,Kowloon,Hong Kong,True,False,1718,1.4008943631585142,1.9964930343989513,2.0340093358961284,0.36376482949778366,0.3138116345663516,0.8424180521864089,0.0,0.6362351705022165
2012-12-01,Malawi,Zanzibar,2.0,0.0,CECAFA Cup,Kampala,Uganda,True,False,1719,1.0574856064942426,2.6029828833803044,1.4548648822180539,0.9128848180611799,0.3138116345663516,0.6203607143967718,0.1853905268395189,0.44046615012731377
2012-12-01,Malaysia,Indonesia,2.0,0.0,AFF Championship,Kuala Lumpur,Malaysia,False,False,1720,2.02784552860913,0.866284722661295,2.0839209195782686,3.4054548707727665,0.36376482949778366,0.20618288168419255,0.0660975078637559,0.20618288168419255
2012-12-01,Singapore,Laos,4.0,3.0,AFF Championship,Shah Alam,Malaysia,True,False,1721,0.740830988175276,1.2729406462515993,2.5328704439152707,2.6023689643463475,0.17525544943156368,0.15758194781359108,0.17525544943156368,0.1737262607459149
2012-12-01,Somalia,Tanzania,0.0,7.0,CECAFA Cup,Kampala,Uganda,True,False,1722,0.2828842023137227,0.910304103122157,3.3203720322100647,1.064568319178107,0.0,0.3018775116458684,0.07776177395735989,0.17525544943156368
2012-12-01,Sudan,Burundi,0.0,1.0,CECAFA Cup,Kampala,Uganda,True,False,1723,1.1298908255375455,1.6915787246754792,1.3342326260131265,0.7321996572907714,0.4242893838483325,0.6656423411436521,0.3754290955913876,0.3754290955913876
2012-12-03,Burundi,Zanzibar,0.0,0.0,CECAFA Cup,Kampala,Uganda,True,False,1724,1.4192932709215795,2.043986805820681,0.5661868270129632,1.188317858720388,0.7157959899721043,0.4711237255530635,0.525297612936872,0.31821334592402417
2012-12-03,Hong Kong,Australia,0.0,1.0,EAFF Championship,Kowloon,Hong Kong,False,False,1725,1.7355444065766907,1.4568803198865168,2.138152368390232,0.9986801922858269,0.3814383311157562,0.47139358237994267,0.09148443994983517,0.28420401002789586
2012-12-03,North Korea,Guam,5.0,0.0,EAFF Championship,Kowloon,Hong Kong,True,False,1726,2.934116369344264,1.596070321025505,0.4592001050731161,2.2810084897906853,0.92223822604264,0.41570702139822796,0.540799894926884,0.26673988938139886
2012-12-03,Rwanda,Tanzania,0.0,2.0,CECAFA Cup,Kampala,Uganda,True,False,1727,1.1253792454432778,2.1608557777589885,1.2095165517007482,0.7363344262488136,0.3551500137010216,0.4627787665831806,0.4329117876583815,0.3551500137010216
2012-12-04,Kenya,Malawi,1.0,0.0,CECAFA Cup,Kampala,Uganda,True,False,1728,1.124583091830425,1.1988627655201063,0.7332601106186012,1.0680865048327681,0.4592001050731161,0.4729227710655914,0.26673988938139886,0.36376482949778366
2012-12-04,Uganda,Ethiopia,2.0,0.0,CECAFA Cup,Kampala,Uganda,False,False,1729,1.7853732120199242,1.2443858925044191,0.2514880347032748,1.4895298067085276,0.7485119652967251,0.3533509681884937,0.7485119652967251,0.3533509681884937
2012-12-05,North Korea,Australia,1.0,1.0,EAFF Championship,So Kon Po,Hong Kong,True,False,1730,3.4687304406793946,1.2759825085351544,0.3903200893121487,0.8488781634429529,0.9339024921362441,0.5506845450229513,0.6096799106878514,0.3915734085237115
2012-12-05,Taiwan,Guam,1.0,1.0,EAFF Championship,So Kon Po,Hong Kong,True,False,1731,1.2927967022874005,1.3566597728716792,3.1034040523710735,2.5764914529536975,0.22919507028367947,0.3533509681884937,0.0,0.226728905974189
2012-12-06,Uganda,Tanzania,3.0,0.0,CECAFA Cup,Kampala,Uganda,False,False,1732,1.873750111901128,2.2490931744635256,0.15758194781359108,0.569701380627299,0.8424180521864089,0.599544833279896,0.8424180521864089,0.5080603933300609
2012-12-06,Zanzibar,Kenya,2.0,2.0,CECAFA Cup,Kampala,Uganda,True,False,1733,1.6812059032633864,1.1620785097400537,0.8977044165439448,0.5670882123416185,0.4004551667201039,0.5965029709963412,0.4766642257196131,0.4329117876583815
2012-12-07,Antigua and Barbuda,Dominican Republic,1.0,2.0,CFU Caribbean Cup,St. John's,Antigua and Barbuda,False,False,1734,0.7434041151010119,1.977731921140622,2.134052612023866,0.7687910471870911,0.0660975078637559,0.6554983366612412,0.1737262607459149,0.322693392762744
2012-12-07,Guam,Australia,0.0,9.0,EAFF Championship,So Kon Po,Hong Kong,True,False,1735,1.35934368862512,1.2907680139390736,1.890554681537103,0.87154643892651,0.3003483229602196,0.46808186326950857,0.19271957007806065,0.33283739724515476
2012-12-07,Haiti,Trinidad and Tobago,0.0,0.0,CFU Caribbean Cup,St. John's,Antigua and Barbuda,True,False,1736,1.9216210659104316,3.9037390942305112,0.7832133055500332,0.5197481856958669,0.6499578364946916,0.8146094731604812,0.2828842023137227,0.6656423411436521
2012-12-07,Hong Kong,Taiwan,2.0,0.0,EAFF Championship,So Kon Po,Hong Kong,False,False,1737,1.4752127455901871,1.222282981185969,1.855063749763312,2.5968449089319208,0.3242225814483928,0.17399841971504443,0.07776177395735989,0.0
2012-12-08,Jamaica,French Guiana,1.0,2.0,CFU Caribbean Cup,North Sound,Antigua and Barbuda,True,False,1738,1.5022974883603697,2.7272329990383906,1.0792909626430087,1.5911244532562148,0.4903868917120884,0.5533655463491431,0.1737262607459149,0.3018775116458684
2012-12-08,Kuwait,Palestine,2.0,1.0,WAFF Championship,Kuwait City,Kuwait,False,False,1739,1.1246330652452925,1.362243228825422,1.6261325464409186,1.74418433045495,0.3989024517622532,0.1853905268395189,0.20618288168419255,0.2768749667893541
2012-12-08,Martinique,Cuba,1.0,0.0,CFU Caribbean Cup,North Sound,Antigua and Barbuda,True,False,1740,2.138556185134788,1.2722673657162824,1.602663686506597,1.6374964274325632,0.334357658856348,0.20618288168419255,0.1853905268395189,0.20618288168419255
2012-12-08,Oman,Lebanon,0.0,1.0,WAFF Championship,Al Farwaniyah,Kuwait,True,False,1741,0.9547273003275752,0.39893490510891066,1.059474603463255,1.3872617119408512,0.33283739724515476,0.17525544943156368,0.3619657839852557,0.17525544943156368
2012-12-08,Philippines,Singapore,0.0,0.0,AFF Championship,Manila,Philippines,False,False,1742,1.689197774370546,1.3982549850015622,1.1167374121182374,2.6591227590121727,0.677306607237256,0.3551500137010216,0.4592001050731161,0.1489671320168291
2012-12-08,Tanzania,Zanzibar,1.0,1.0,CECAFA Cup,Kampala,Uganda,True,False,1743,1.855546316609804,1.5042934910371084,1.0466119369015892,1.1754145174307382,0.5096131082879116,0.28420401002789586,0.4318513343305518,0.3489817101774786
2012-12-08,Uganda,Kenya,2.0,1.0,CECAFA Cup,Kampala,Uganda,False,False,1744,2.1550533584843437,1.2877667332790455,0.07776177395735989,0.8382078621745682,0.92223822604264,0.4508446436626975,0.92223822604264,0.3679750195096243
2012-12-09,Antigua and Barbuda,Trinidad and Tobago,2.0,0.0,CFU Caribbean Cup,St. John's,Antigua and Barbuda,False,False,1745,0.78189349783586,3.2058124667275494,2.226310483588671,0.4417859578414869,0.0,0.6362351705022165,0.09148443994983517,0.7157959899721043
2012-12-09,Australia,Taiwan,8.0,0.0,EAFF Championship,So Kon Po,Hong Kong,True,False,1746,2.8966158653217526,0.9524327244230787,0.7408144730875335,2.465076116923847,0.5478695837790822,0.13558381445654416,0.4329117876583815,0.0
2012-12-09,Bahrain,Yemen,1.0,0.0,WAFF Championship,Al Farwaniyah,Kuwait,True,False,1747,1.9590065026493624,0.7452031606135399,1.4194120548126823,1.6620102149626432,0.226728905974189,0.20618288168419255,0.4194484760522496,0.3551500137010216
2012-12-09,Dominican Republic,Haiti,1.0,2.0,CFU Caribbean Cup,St. John's,Antigua and Barbuda,True,False,1748,1.8687063696011434,1.5210121426554815,0.85965527179322,0.5533655463491431,0.7071735861620552,0.5524641610204879,0.2181065021641399,0.4466344536508568
2012-12-09,Hong Kong,North Korea,0.0,4.0,EAFF Championship,So Kon Po,Hong Kong,False,False,1749,1.666296597120044,3.0984208745774855,1.4644384239304302,0.48177207591532634,0.48177207591532634,0.7938171183158075,0.2722803895479484,0.5182279240846737
2012-12-09,Iran,Saudi Arabia,0.0,0.0,WAFF Championship,Kuwait City,Kuwait,True,False,1750,0.8429976859065885,1.252965340527275,0.6819781754218077,1.2851430561096142,0.3606459762710826,0.20438383617166464,0.4095062645280274,0.3619657839852557
2012-12-09,Malaysia,Thailand,1.0,1.0,AFF Championship,Kuala Lumpur,Malaysia,False,False,1751,1.9674858176335677,1.6175047068124906,1.771332781641528,1.040792652833705,0.4592001050731161,0.5304054631325853,0.20618288168419255,0.24135295729531958
2012-12-10,Cuba,French Guiana,2.0,1.0,CFU Caribbean Cup,North Sound,Antigua and Barbuda,True,False,1752,1.0252443791746475,2.1125021140248994,1.260957554896716,1.5024557852677827,0.17525544943156368,0.6203607143967718,0.17525544943156368,0.2565958848989881
2012-12-10,Iraq,Jordan,1.0,0.0,WAFF Championship,Al Farwaniyah,Kuwait,True,False,1753,0.8510328679831709,0.8822596959820878,0.7509660655832313,2.0807606804537215,0.4242893838483325,0.215064639880585,0.4242893838483325,0.0660975078637559
2012-12-10,Jamaica,Martinique,0.0,0.0,CFU Caribbean Cup,North Sound,Antigua and Barbuda,True,False,1754,1.4269528651063141,1.9115898756803773,1.3297630816149422,1.2498983701622226,0.3606459762710826,0.4903868917120884,0.09148443994983517,0.36376482949778366
2012-12-11,Antigua and Barbuda,Haiti,0.0,1.0,CFU Caribbean Cup,St. John's,Antigua and Barbuda,False,False,1755,1.0207923548446736,1.7052260846255445,1.7799981476819853,0.6203607143967718,0.20618288168419255,0.6757774185516072,0.28394465564155247,0.3796392856032283
2012-12-11,Kuwait,Oman,0.0,2.0,WAFF Championship,Kuwait City,Kuwait,False,False,1756,1.199755223774306,0.7553353235942464,1.4760297827905884,1.106736294627959,0.4890670839979152,0.226728905974189,0.17525544943156368,0.2514880347032748
2012-12-11,Lebanon,Palestine,0.0,1.0,WAFF Championship,Al Farwaniyah,Kuwait,True,False,1757,0.4329117876583815,1.2517238628174163,0.9544409284129534,1.7825566808867077,0.3551500137010216,0.15758194781359108,0.3551500137010216,0.23534372177095098
2012-12-11,Trinidad and Tobago,Dominican Republic,2.0,1.0,CFU Caribbean Cup,St. John's,Antigua and Barbuda,True,False,1758,2.6687577150342245,1.738400414160972,0.6755180641652638,1.0868898627084296,0.540799894926884,0.6010975482377469,0.6084265914762885,0.1853905268395189
2012-12-12,French Guiana,Martinique,1.0,3.0,CFU Caribbean Cup,North Sound,Antigua and Barbuda,True,False,1759,1.889443915236972,1.5124856309599357,1.6332702991618075,1.062413614637889,0.4711237255530635,0.3606459762710826,0.2181065021641399,0.4592001050731161
2012-12-12,Iran,Bahrain,0.0,0.0,WAFF Championship,Kuwait City,Kuwait,True,False,1760,0.6603651513364076,1.8713384089361507,0.5234985674243441,1.20650024659078,0.3065490798304202,0.3989024517622532,0.5542632065330158,0.5065312046444121
2012-12-12,Jamaica,Cuba,0.0,1.0,CFU Caribbean Cup,North Sound,Antigua and Barbuda,True,False,1761,1.212909935340367,1.2838234856668354,1.017932856004316,1.2218139216622088,0.3065490798304202,0.3551500137010216,0.28394465564155247,0.1489671320168291
2012-12-12,Singapore,Philippines,1.0,0.0,AFF Championship,Singapore,Singapore,False,False,1762,1.1885167372513281,1.435818108214964,2.1478885817919613,0.8368610369321168,0.3018775116458684,0.5757106161516676,0.3328049438984973,0.5965029709963412
2012-12-12,Yemen,Saudi Arabia,0.0,1.0,WAFF Championship,Al Farwaniyah,Kuwait,True,False,1763,0.5772398048373164,1.0650205394481835,1.5627086827182466,1.092371597693172,0.17525544943156368,0.1737262607459149,0.3018775116458684,0.4576709163874674
2012-12-13,Iraq,Syria,1.0,1.0,WAFF Championship,Kuwait City,Kuwait,True,False,1764,0.8733779377856953,1.1560368208690273,0.5821382740615539,1.7867474294636092,0.5668288579552752,0.20618288168419255,0.5668288579552752,0.20618288168419255
2012-12-13,Thailand,Malaysia,2.0,0.0,AFF Championship,Bangkok,Thailand,False,False,1765,1.5810618824748093,1.8223629449885324,1.0908566365928416,1.5994499827111062,0.4508446436626975,0.3903200893121487,0.1489671320168291,0.17525544943156368
2012-12-14,Haiti,Cuba,0.0,1.0,CFU Caribbean Cup,St. John's,Antigua and Barbuda,True,False,1766,1.5432592902475202,1.2974328445010028,0.4711237255530635,0.9823589517286848,0.7244108057688662,0.5080603933300609,0.5288762744469365,0.3328049438984973
2012-12-14,Kuwait,Lebanon,2.0,1.0,WAFF Championship,Kuwait City,Kuwait,False,False,1767,0.9636090585239677,0.3679750195096243,1.6108081970561925,0.9612747891510104,0.41570702139822796,0.3018775116458684,0.1489671320168291,0.3018775116458684
2012-12-14,Martinique,Trinidad and Tobago,1.0,1.0,CFU Caribbean Cup,St. John's,Antigua and Barbuda,True,False,1768,1.791795668000138,2.4560782944107062,0.9406858090738208,0.7803732362246669,0.5127319615146126,0.6096799106878514,0.3903200893121487,0.4609797210706527
2012-12-14,Oman,Palestine,2.0,1.0,WAFF Championship,Al Farwaniyah,Kuwait,True,False,1769,1.0544007884234945,1.1577824017106113,0.9407258504337652,1.5151731787537015,0.3989024517622532,0.28394465564155247,0.36376482949778366,0.35004216350530837
2012-12-15,Bahrain,Saudi Arabia,1.0,0.0,WAFF Championship,Al Farwaniyah,Kuwait,True,False,1770,1.478271884227343,0.942901695162571,1.025525209602163,0.9285158580391961,0.2828842023137227,0.2976673216340277,0.5805515239477503,0.5390202789293472
2012-12-15,Iran,Yemen,2.0,1.0,WAFF Championship,Kuwait City,Kuwait,True,False,1771,0.33657885189917647,0.4906538341117188,0.3887909006264999,1.3097537352579323,0.20438383617166464,0.1489671320168291,0.677306607237256,0.2565958848989881
2012-12-16,Cuba,Trinidad and Tobago,1.0,0.0,CFU Caribbean Cup,St. John's,Antigua and Barbuda,True,False,1772,1.3090007995100446,2.2376665502491,0.6664564639168046,0.7571343691067742,0.6380342160147443,0.5182279240846737,0.4890670839979152,0.39183276291005487
2012-12-16,Haiti,Martinique,1.0,0.0,CFU Caribbean Cup,St. John's,Antigua and Barbuda,True,False,1773,0.9184902249210445,1.560660554431732,0.6066380484042964,1.0057658193969403,0.5595663032193438,0.3796392856032283,0.3933619515957036,0.2755891942311338
2012-12-16,Syria,Jordan,2.0,1.0,WAFF Championship,Kuwait City,Kuwait,True,False,1774,1.1326312977386734,0.6375549782163896,1.612552433359875,1.9748294600698557,0.17525544943156368,0.12662206221430475,0.17525544943156368,0.0
2012-12-18,Bahrain,Syria,1.0,1.0,WAFF Championship,Kuwait City,Kuwait,True,False,1775,1.462713983277434,1.3189194847620647,0.5345991380566835,1.4644866866717015,0.4466344536508568,0.3551500137010216,0.6996516770397804,0.1489671320168291
2012-12-18,Oman,Iraq,0.0,2.0,WAFF Championship,Al Farwaniyah,Kuwait,True,False,1776,1.1962406701599704,0.892371247117841,1.005799854552893,0.6448175329523209,0.4890670839979152,0.48180452926198386,0.2530172233889236,0.48180452926198386
2012-12-19,Singapore,Thailand,3.0,1.0,AFF Championship,Singapore,Singapore,False,False,1777,1.216422108347821,1.7562683634719731,1.6571566494705898,0.7586794960513379,0.4627787665831806,0.5894008287974853,0.4890670839979152,0.3328049438984973
2012-12-20,Iraq,Syria,0.0,1.0,WAFF Championship,Kuwait City,Kuwait,True,False,1778,1.1146984417343573,1.3272644437319479,0.5480949030094728,1.2824479203025612,0.5595338498726863,0.3018775116458684,0.5595338498726863,0.12662206221430475
2012-12-20,Oman,Bahrain,1.0,0.0,WAFF Championship,Kuwait City,Kuwait,True,False,1779,1.0168045696359749,1.3933068857858188,1.0987469946857664,0.6044092673481809,0.41570702139822796,0.3796392856032283,0.215064639880585,0.5947039254838133
2012-12-22,Thailand,Singapore,1.0,0.0,AFF Championship,Bangkok,Thailand,False,False,1780,1.6990109906353696,1.6525074371482258,1.2072433350120224,1.5024002703658086,0.5009907044778625,0.599544833279896,0.2828842023137227,0.41570702139822796
2013-01-05,Bahrain,Oman,0.0,0.0,Gulf Cup,Riffa,Bahrain,False,False,1781,1.184310852917946,1.070466765874771,0.7199307589301464,0.9339349454829016,0.322693392762744,0.5595338498726863,0.4493154549770487,0.3328049438984973
2013-01-05,Qatar,United Arab Emirates,1.0,3.0,Gulf Cup,Riffa,Bahrain,True,False,1782,0.8877926081353502,1.7710227426704555,0.864712578188453,2.0669181771044824,0.3799091424301074,0.2722803895479484,0.6066380484042964,0.0660975078637559
2013-01-06,Kuwait,Yemen,2.0,0.0,Gulf Cup,Isa Town,Bahrain,True,False,1783,1.1190676997453726,0.5670557589949611,1.463004085813571,1.4132906749692424,0.5595338498726863,0.12662206221430475,0.12662206221430475,0.2181065021641399
2013-01-06,Saudi Arabia,Iraq,0.0,2.0,Gulf Cup,Isa Town,Bahrain,True,False,1784,0.8014664408881854,0.8913107937900113,0.9954213610175093,0.6158806675580518,0.2530172233889236,0.4756037723917833,0.40198435540575267,0.4756037723917833
2013-01-08,Bahrain,United Arab Emirates,1.0,2.0,Gulf Cup,Riffa,Bahrain,False,False,1785,0.4448354081383289,1.9553693312698872,0.6119411450906244,1.9630633322230027,0.2181065021641399,0.3814383311157562,0.5319181367304915,0.0
2013-01-08,Qatar,Oman,2.0,1.0,Gulf Cup,Riffa,Bahrain,True,False,1786,0.7360750718624702,0.8537138693093629,1.3535543365127627,0.7376618219762738,0.26673988938139886,0.4756037723917833,0.4594594594594595,0.4890670839979152
2013-01-09,Iraq,Kuwait,1.0,0.0,Gulf Cup,Isa Town,Bahrain,True,False,1787,1.1137970564057023,1.3635733081519517,0.5234985674243441,1.1873705912573431,0.5542632065330158,0.6817866540759758,0.5542632065330158,0.3138116345663516
2013-01-09,Yemen,Saudi Arabia,0.0,2.0,Gulf Cup,Isa Town,Bahrain,True,False,1788,0.4819973951457169,0.5688807113865725,1.4451141920396635,1.0337423934964978,0.10762875288215902,0.215064639880585,0.1853905268395189,0.3416867020948897
2013-01-11,Bahrain,Qatar,1.0,0.0,Gulf Cup,Riffa,Bahrain,False,False,1789,0.5842929786017721,1.0380295744514847,0.8201499733270308,1.3567040677200408,0.1853905268395189,0.4329117876583815,0.45213041622091776,0.334357658856348
2013-01-11,United Arab Emirates,Oman,2.0,0.0,Gulf Cup,Isa Town,Bahrain,True,False,1790,1.962063931579404,0.8194739072287659,1.7624209507053594,0.9831954303640253,0.5304054631325853,0.3480803248488233,0.0,0.41570702139822796
2013-01-12,Iraq,Yemen,2.0,0.0,Gulf Cup,Isa Town,Bahrain,True,False,1791,1.1529103796290394,0.4096977858738593,0.3887909006264999,1.5283470632337142,0.677306607237256,0.09148443994983517,0.677306607237256,0.15758194781359108
2013-01-12,Kuwait,Saudi Arabia,1.0,0.0,Gulf Cup,Riffa,Bahrain,True,False,1792,1.046671548560774,0.6711828413102017,1.1592650025687417,0.8786810344720233,0.523335774280387,0.3328049438984973,0.26673988938139886,0.4404336967806563
2013-01-15,Bahrain,Iraq,1.0,1.0,Gulf Cup,Riffa,Bahrain,False,False,1793,0.6466490318115063,1.336156704368876,0.5847617139595911,0.2181065021641399,0.36376482949778366,0.78189349783586,0.5904937354719726,0.78189349783586
2013-01-15,United Arab Emirates,Kuwait,1.0,0.0,Gulf Cup,Riffa,Bahrain,True,False,1794,1.9677543418424934,1.0958536979608504,1.329509163046978,0.8730094888150451,0.65702752534689,0.6510182898225214,0.20618288168419255,0.4329117876583815
2013-01-18,Bahrain,Kuwait,1.0,6.0,Gulf Cup,Isa Town,Bahrain,False,False,1795,0.6996516770397804,0.9314756432667228,0.7032303385498448,0.7235094204402108,0.2530172233889236,0.5533655463491431,0.4457367934669842,0.3679750195096243
2013-01-18,Costa Rica,Belize,1.0,0.0,UNCAF Cup,San José,Costa Rica,False,False,1796,2.3642145283767295,1.8090653409536062,0.8184654582171886,1.5538593897884596,0.5551645918616711,0.4415266034551435,0.5551645918616711,0.2976673216340277
2013-01-18,Guatemala,Nicaragua,1.0,1.0,UNCAF Cup,San José,Costa Rica,True,False,1797,1.7939799114597648,0.9827627803931891,1.2887855634376353,1.7686720205478614,0.5947039254838133,0.3328049438984973,0.215064639880585,0.3328049438984973
2013-01-18,Honduras,El Salvador,1.0,1.0,UNCAF Cup,San José,Costa Rica,True,False,1798,2.2443938799970398,1.5000827726816333,0.6107728173623386,1.6031234947899606,0.48177207591532634,0.2928264138379449,0.5584733965448565,0.07776177395735989
2013-01-18,United Arab Emirates,Iraq,2.0,1.0,Gulf Cup,Riffa,Bahrain,True,False,1799,1.8225911905661194,1.2857331987135447,0.9615341435373538,0.3915734085237115,0.764656278229049,0.6084265914762885,0.3814383311157562,0.6084265914762885
2013-01-19,Angola,Morocco,0.0,0.0,African Cup of Nations,Johannesburg,South Africa,True,False,1800,1.1849307185561555,1.81593978331519,1.128376570130344,1.2711416007390715,0.35004216350530837,0.3799091424301074,0.4212475215647775,0.3138116345663516
